pace,wind,stryd
04:19,1,116
04:19,1,123
04:18,1,130
04:18,1,137
04:18,1,143
04:18,1,149
04:18,1,155
04:18,1,160
04:17,1,165
04:17,1,170
04:17,1,175
04:17,1,179
04:17,1,184
04:17,1,188
04:16,1,192
04:16,1,195
04:16,1,199
04:16,1,202
04:16,1,205
04:16,1,208
04:16,1,210
04:16,1,213
04:16,1,214
04:16,1,217
04:16,1,219
04:16,1,221
04:16,1,223
04:16,1,224
04:16,1,226
04:16,1,228
04:16,1,229
04:16,1,231
04:16,1,232
04:16,1,234
04:16,0,235
04:16,0,237
04:16,0,238
04:16,0,240
04:16,0,241
04:16,0,243
04:16,0,244
04:16,0,246
04:16,0,247
04:16,0,249
04:16,0,250
04:16,0,252
04:16,0,253
04:16,0,254
04:16,0,256
04:16,0,257
04:16,0,258
04:16,0,259
04:16,0,260
04:16,0,261
04:16,0,262
04:16,0,263
04:16,0,263
04:17,0,264
04:17,0,265
04:17,0,265
04:17,0,266
04:17,0,266
04:17,0,266
04:17,0,267
04:17,0,267
04:17,0,267
04:17,0,267
04:17,0,268
04:17,0,268
04:17,0,268
04:17,0,268
04:17,0,268
04:18,0,268
04:18,0,268
04:18,0,268
04:18,0,269
04:18,0,269
04:18,0,269
04:18,0,269
04:18,0,270
04:18,0,270
04:18,1,270
04:19,1,270
04:19,1,270
04:19,1,270
04:19,1,270
04:19,1,270
04:19,1,270
04:20,1,270
04:20,1,270
04:20,1,270
04:20,1,270
04:21,1,269
04:21,1,269
04:21,1,269
04:22,1,269
04:22,1,269
04:22,1,268
04:23,2,268
04:23,2,267
04:23,2,267
04:24,2,266
04:24,2,266
04:25,1,265
04:25,1,265
04:25,1,265
04:26,1,264
04:26,1,264
04:27,1,264
04:27,1,264
04:27,1,264
04:28,1,263
04:28,1,263
04:29,1,263
04:29,1,262
04:29,1,262
04:30,1,262
04:30,1,262
04:30,1,262
04:31,1,261
04:31,1,261
04:32,1,261
04:32,1,262
04:32,1,261
04:33,1,262
04:33,1,262
04:34,1,262
04:34,1,262
04:34,1,262
04:35,1,262
04:35,1,263
04:35,1,263
04:36,1,263
04:36,1,264
04:36,1,264
04:37,1,264
04:37,1,265
04:38,1,265
04:38,2,266
04:38,2,266
04:39,2,267
04:39,2,267
04:39,2,268
04:40,2,269
04:40,2,269
04:40,3,270
04:40,3,270
04:41,3,271
04:41,3,271
04:41,3,272
04:41,3,272
04:42,4,272
04:42,4,272
04:42,4,272
04:42,4,271
04:43,4,271
04:43,4,271
04:43,4,270
04:43,4,270
04:44,4,269
04:44,4,269
04:44,4,269
04:44,4,268
04:45,4,268
04:45,4,267
04:45,4,267
04:45,5,266
04:46,5,266
04:46,5,265
04:47,5,265
04:47,5,264
04:48,5,264
04:48,5,263
04:48,6,263
04:49,6,263
04:49,6,263
04:50,6,263
04:50,6,263
04:50,6,263
04:51,7,263
04:51,7,263
04:51,7,264
04:52,7,264
04:52,7,264
04:52,7,265
04:53,8,265
04:53,8,266
04:53,9,266
04:53,10,266
04:54,10,266
04:54,11,266
04:54,11,266
04:54,12,266
04:54,13,266
04:54,13,266
04:55,14,265
04:55,14,265
04:55,14,264
04:55,15,264
04:55,15,263
04:56,15,263
04:56,16,262
04:56,16,262
04:56,16,261
04:57,16,261
04:57,17,261
04:57,17,261
04:58,17,261
04:58,17,262
04:58,18,262
04:58,18,262
04:59,18,263
04:59,18,263
04:59,19,263
04:59,19,264
05:00,20,264
05:00,20,265
05:00,21,266
05:00,22,266
05:01,23,267
05:01,24,267
05:01,25,268
05:01,25,268
05:02,26,268
05:02,26,269
05:02,27,269
05:02,27,269
05:03,27,270
05:03,28,270
05:03,28,271
05:03,28,272
05:04,28,273
05:04,28,274
05:05,28,275
05:05,27,276
05:05,27,277
05:05,26,278
05:06,26,279
05:06,26,280
05:06,26,280
05:07,27,281
05:07,27,282
05:07,28,282
05:08,28,282
05:08,28,281
05:08,28,281
05:09,28,281
05:09,27,280
05:09,27,280
05:10,26,279
05:10,26,278
05:10,25,278
05:11,24,277
05:11,24,276
05:11,23,275
05:11,23,274
05:12,22,274
05:12,22,273
05:12,21,272
05:13,21,272
05:13,20,272
05:13,19,272
05:14,19,272
05:14,18,272
05:14,18,273
05:15,17,274
05:15,17,274
05:15,16,275
05:16,15,275
05:16,15,276
05:16,15,276
05:17,14,276
05:17,14,277
05:17,13,278
05:17,13,278
05:18,13,279
05:18,13,280
05:18,13,281
05:18,13,281
05:18,13,282
05:19,13,283
05:19,14,284
05:19,15,284
05:19,15,285
05:19,16,285
05:19,16,286
05:19,17,287
05:19,17,287
05:19,17,288
05:19,18,288
05:19,18,289
05:19,18,289
05:20,18,289
05:20,19,290
05:20,19,290
05:20,21,290
05:20,22,291
05:20,23,290
05:20,24,290
05:20,25,290
05:20,25,289
05:20,26,289
05:20,27,288
05:20,27,288
05:20,28,288
05:20,28,288
05:20,29,287
05:20,29,287
05:21,29,286
05:21,29,285
05:21,29,285
05:21,29,284
05:21,29,283
05:21,29,282
05:21,29,281
05:21,29,281
05:21,30,280
05:21,30,280
05:22,30,279
05:22,30,279
05:22,30,279
05:22,30,279
05:22,30,278
05:22,30,278
05:22,30,278
05:22,30,278
05:22,30,277
05:22,30,277
05:22,30,277
05:22,30,277
05:22,30,277
05:22,29,276
05:22,29,276
05:22,29,275
05:22,29,275
05:22,28,275
05:22,28,275
05:22,28,274
05:22,29,274
05:22,29,274
05:22,29,275
05:22,30,275
05:22,30,275
05:22,30,275
05:22,31,275
05:22,31,275
05:22,31,275
05:22,31,275
05:22,31,275
05:22,31,275
05:22,32,276
05:22,32,276
05:22,32,276
05:22,33,277
05:22,33,277
05:22,33,278
05:21,33,278
05:21,33,279
05:21,33,279
05:21,33,280
05:21,33,281
05:21,33,281
05:20,33,282
05:20,32,283
05:20,32,284
05:20,32,284
05:20,32,285
05:19,31,285
05:19,31,286
05:19,30,286
05:19,30,287
05:18,29,287
05:18,29,287
05:18,28,288
05:18,27,288
05:17,27,288
05:17,26,288
05:16,26,287
05:16,25,287
05:15,25,287
05:14,24,287
05:13,24,288
05:12,23,288
05:11,22,288
05:09,21,288
05:08,20,287
05:07,19,287
05:06,18,286
05:05,17,286
05:04,17,285
05:03,16,285
05:02,15,284
05:01,14,284
05:00,13,284
04:59,13,283
04:58,12,283
04:57,12,283
04:57,11,283
04:56,11,282
04:55,10,282
04:54,10,282
04:54,10,282
04:53,9,281
04:52,9,281
04:51,8,281
04:51,8,280
04:50,8,280
04:49,7,280
04:48,7,279
04:48,7,279
04:47,6,279
04:46,6,278
04:46,6,278
04:45,5,278
04:44,5,278
04:44,5,277
04:43,5,277
04:43,5,277
04:42,4,277
04:41,4,277
04:41,4,277
04:40,4,277
04:40,4,277
04:39,3,277
04:39,3,277
04:38,3,277
04:37,3,277
04:37,3,277
04:36,3,276
04:36,3,276
04:36,3,276
04:35,2,277
04:35,2,277
04:34,2,278
04:34,2,278
04:33,2,279
04:33,2,280
04:33,2,281
04:32,2,282
04:32,2,282
04:31,2,283
04:31,2,283
04:31,1,284
04:30,1,284
04:30,1,284
04:30,1,284
04:29,1,283
04:29,1,283
04:29,1,283
04:28,1,282
04:28,1,281
04:28,1,281
04:27,1,280
04:27,1,280
04:27,1,279
04:27,2,279
04:27,2,278
04:26,2,278
04:26,2,277
04:26,2,277
04:26,2,276
04:26,2,276
04:26,2,275
04:26,2,275
04:26,2,275
04:25,2,274
04:25,2,274
04:25,2,274
04:25,2,274
04:25,2,275
04:25,2,275
04:25,2,275
04:25,2,276
04:26,1,276
04:26,1,276
04:26,1,276
04:26,1,276
04:26,1,277
04:26,1,277
04:26,1,277
04:26,2,278
04:26,2,279
04:26,2,280
04:26,2,280
04:26,3,281
04:26,3,282
04:27,4,282
04:27,5,282
04:27,5,282
04:27,6,282
04:27,7,281
04:27,7,280
04:27,8,279
04:27,9,279
04:27,10,278
04:28,10,278
04:28,10,278
04:28,11,279
04:28,11,280
04:29,12,281
04:30,12,282
04:31,13,283
04:32,14,284
04:33,14,284
04:34,14,285
04:34,14,286
04:35,14,286
04:36,15,287
04:37,15,287
04:37,15,288
04:38,15,289
04:39,16,290
04:39,16,291
04:40,17,292
04:40,17,292
04:41,17,293
04:41,18,293
04:42,18,293
04:43,19,292
04:43,19,292
04:44,20,291
04:45,21,291
04:46,21,290
04:46,22,290
04:47,23,289
04:47,23,289
04:48,24,288
04:48,24,288
04:49,24,287
04:49,25,286
04:50,25,285
04:51,24,285
04:51,24,284
04:52,24,283
04:52,24,282
04:53,24,281
04:53,24,281
04:54,24,280
04:54,24,280
04:55,24,280
04:55,25,280
04:56,25,280
04:56,26,281
04:56,26,281
04:57,27,281
04:57,28,281
04:57,28,281
04:58,29,281
04:58,29,281
04:58,30,281
04:59,30,280
04:59,30,280
04:59,30,280
05:00,31,280
05:00,32,279
05:00,32,279
05:01,33,279
05:01,33,280
05:01,34,280
05:01,35,280
05:02,35,280
05:02,36,280
05:02,36,281
05:03,37,281
05:03,37,282
05:03,38,283
05:03,38,285
05:04,39,287
05:04,39,288
05:04,40,290
05:04,40,292
05:05,41,293
05:05,41,294
05:05,41,295
05:05,41,296
05:06,41,297
05:06,41,297
05:06,42,297
05:06,42,297
05:06,42,296
05:07,43,296
05:07,43,296
05:07,44,295
05:07,44,294
05:07,44,294
05:08,44,293
05:08,44,293
05:08,44,292
05:08,44,291
05:08,43,290
05:09,43,289
05:09,43,288
05:09,43,287
05:09,43,285
05:09,42,284
05:10,42,283
05:10,41,282
05:10,41,282
05:10,40,283
05:10,40,283
05:10,39,285
05:11,39,287
05:11,39,289
05:11,40,291
05:11,40,293
05:11,41,295
05:11,41,297
05:11,43,299
05:11,44,300
05:11,45,301
05:11,46,302
05:11,47,303
05:11,48,305
05:11,49,305
05:11,50,306
05:11,51,307
05:12,52,308
05:12,53,309
05:12,54,309
05:12,55,309
05:12,56,309
05:12,57,309
05:12,58,308
05:12,58,308
05:13,58,307
05:13,57,306
05:13,56,305
05:13,55,304
05:13,54,304
05:13,53,304
05:13,51,304
05:14,50,304
05:14,48,304
05:14,47,304
05:14,46,305
05:14,45,306
05:14,44,306
05:14,43,307
05:14,41,307
05:14,40,308
05:14,39,308
05:14,38,309
05:14,37,310
05:14,37,310
05:14,36,311
05:14,36,312
05:14,36,312
05:14,36,313
05:14,37,313
05:14,37,313
05:13,38,314
05:13,38,314
05:13,39,314
05:13,39,314
05:13,40,314
05:12,40,313
05:12,40,313
05:12,40,313
05:12,40,312
05:11,40,312
05:11,40,312
05:11,40,312
05:10,40,311
05:10,40,311
05:10,40,311
05:09,40,311
05:09,40,310
05:09,40,310
05:08,40,309
05:08,40,308
05:08,40,307
05:07,40,307
05:07,41,306
05:07,41,305
05:06,42,304
05:06,42,303
05:06,43,302
05:06,43,302
05:05,43,301
05:05,44,300
05:05,44,299
05:04,44,298
05:04,44,297
05:04,44,297
05:04,43,296
05:03,43,296
05:03,43,296
05:03,43,296
05:02,42,296
05:02,42,297
05:02,42,298
05:02,42,298
05:01,42,299
05:01,42,299
05:01,43,300
05:00,43,301
05:00,43,302
05:00,43,303
05:00,43,304
04:59,43,306
04:59,43,307
04:59,43,309
04:58,42,310
04:58,42,312
04:58,42,313
04:57,43,314
04:57,44,315
04:57,44,316
04:56,45,317
04:56,46,318
04:56,46,319
04:55,47,320
04:55,47,320
04:55,48,321
04:54,49,322
04:54,51,323
04:54,52,324
04:53,54,324
04:53,55,324
04:53,56,323
04:53,56,322
04:52,56,321
04:52,54,320
04:52,52,320
04:51,51,320
04:51,49,320
04:51,48,321
04:50,46,321
04:50,44,321
04:49,42,321
04:49,40,321
04:48,38,321
04:48,37,320
04:47,36,320
04:46,35,321
04:46,37,322
04:45,38,324
04:44,39,326
04:43,41,327
04:43,41,328
04:42,41,329
04:42,41,328
04:41,41,327
04:40,39,326
04:39,37,325
04:39,36,324
04:38,34,323
04:37,32,322
04:36,31,322
04:35,29,322
04:33,28,322
04:32,26,322
04:32,25,323
04:31,24,323
04:30,23,324
04:29,22,324
04:28,21,324
04:27,20,324
04:26,19,324
04:26,18,324
04:25,17,324
04:24,16,325
04:23,16,325
04:23,15,325
04:22,14,324
04:21,13,324
04:21,13,323
04:20,12,322
04:20,11,321
04:19,11,320
04:19,10,319
04:18,10,318
04:18,9,317
04:17,9,317
04:16,8,316
04:16,8,316
04:15,8,316
04:15,7,316
04:14,7,316
04:14,7,316
04:13,6,316
04:13,6,315
04:12,6,315
04:12,6,315
04:11,5,315
04:11,5,315
04:11,5,316
04:10,5,316
04:10,5,316
04:09,4,316
04:09,4,315
04:08,4,315
04:08,4,315
04:07,3,315
04:07,3,315
04:06,3,315
04:06,3,315
04:05,3,316
04:05,3,316
04:05,3,317
04:04,2,317
04:04,2,318
04:03,2,318
04:03,2,319
04:03,2,318
04:02,2,318
04:02,2,317
04:02,2,315
04:02,2,313
04:22,2,310
04:47,2,307
05:13,2,302
